Std,ID,Material,Heat treatment,Su,Sy,A5,Bhn,E,G,mu,Ro,pH,Desc,HV
BS,AE1BF9864AEA43DABAE352F9F30A1E94,BS 080A35,,625,370,16,,206000,80000,0.3,7860,,Hardening steel,
BS,01EBF32EDED24F6D9DCB9E123851857B,BS 080M40,,625,355,16,,206000,80000,0.3,7860,,Heat-treatment steel,
BS,DE550B472460410299C1E22E9A83DB1D,BS 080M46,,625,340,16,,206000,80000,0.3,7860,400,Heat-treatment steel,180
BS,14F96F25166A42439BF253A0A93F9800,BS 060A47,,700,400,14,,206000,80000,0.3,7860,,Hardening steel,
BS,1B7045AE71C94EE2B973B0A0ADA74EE6,BS 080M50,,625,360,15,,206000,80000,0.3,7860,,Heat-treatment steel,
BS,2B20E451315B4505A031289E09F6FD98,BS 060A57,,775,450,14,,206000,80000,0.3,7860,,Hardening steel,
BS,293F1DF9DBA846C5BB5383CDD2A4F051,BS 070M55,,775,450,14,,206000,80000,0.3,7860,,Heat-treatment steel,
BS,5A4FCD16440844BCAA6F86F6F2ED5CE8,BS 150M19,,550,325,18,,206000,80000,0.3,7860,,Heat-treatment steel,
BS,81E6CA9AA5EA4282A2C35356AA77190F,BS 251A58,heat treated,1300,1100,6,,206000,80000,0.3,7860,,Spring steel,
BS,38BA4687674943F88E69AADF4B11C03A,BS 530A36,,700,510,17,,206000,80000,0.3,7860,500,Heat-treatment steel,230
BS,A573913C110948EEB6A81946B4922E5D,BS 530M40,heat treated,775,570,15,,206000,80000,0.3,7860,,Heat-treatment hardening steel,
BS,BC178276A1D54F8EA3B4617E9D08F77C,BS 530M40,face hardened,850,665,13,,206000,80000,0.3,7860,1210,Heat-treatment hardening steel,610
BS,04BED8AD04184C4BA75D239F030C4665,BS 525A60,heat treated,1380,1180,6,,206000,80000,0.3,7860,,Spring steel,
BS,4AE1DD81FC064300B3EC6A0C4AB9A93D,BS 708A25,,850,665,13,,206000,80000,0.3,7860,,Heat-treatment steel,
BS,23D76C96B0EE4AD68298AFAF51A8E4B4,BS 708A37,,850,665,13,,206000,80000,0.3,7860,,Heat-treatment steel,
BS,456E757EF05D47D4A15AA19E2000A21D,BS 708M40,heat treated,850,665,13,,206000,80000,0.3,7860,,Heat-treatment hardening steel,
BS,1012817F644D41CFB9913D6830C79CEA,BS 708M40,face hardened,925,740,12,,206000,80000,0.3,7860,1210,Heat-treatment hardening steel,610
BS,8D4AADB71DE54BA1B321B6976432F2D4,BS 735A51,heat treated,1370,1180,6,,206000,80000,0.3,7860,,Spring steel,
BS,6FEC26ACDFAB4904AE30C09EF84E4C8E,BS 905M39,nitrided,775,570,15,,206000,80000,0.3,7860,1360,Nitrided steel,720
BS,0F9770F3EA654AD384F5041C9D10373D,BS 722M22,,850,665,13,,206000,80000,0.3,7860,,Heat-treatment steel,
BS,EDED3AECAEF7435C8F87718F355C13C4,BS 722M24,nitrided,850,685,13,,206000,80000,0.3,7860,1360,Nitrided steel,720
BS,07747B01E7EA411FA26300F4511B9D2B,BS 817M40,heat treated,1075,925,11,,206000,80000,0.3,7860,,Heat-treatment steel,
BS,ABD4A0740F21403FAC2247080232062C,BS 403S17,,420,245,20,,206000,80000,0.3,7860,,Heat-resisting stainless steel,
BS,C13F709B439946F98FA84910E588F615,BS 410S21,,550,340,15,,206000,80000,0.3,7860,,Stainless steel,
BS,BF4AE013B68C4138A3132DCCF768DA22,BS 420S37,,700,490,11,,206000,80000,0.3,7860,,Stainless steel,
BS,22EA81A0B1904D9CA5207F4733E87A14,BS 430S17,,430,245,20,,206000,80000,0.3,7860,,Stainless steel,
BS,A70E929E35A4473F886D61E2373D5331,BS 401S45,,900,685,14,,206000,80000,0.3,7860,,Heat-resistant steel,240
BS,7286C586786C46C1BB6AF87F846A700F,BS 431S29,,850,635,11,,206000,80000,0.3,7860,,Stainless steel,
BS,42AFC27D7763421DA2513E58C7948D3E,BS 304S15,,480,195,40,,206000,80000,0.3,7860,,Stainless steel,
BS,DE04F22800C443C580B4D2158A0B4DB0,BS 303S31,,510,190,40,,206000,80000,0.3,7860,,Stainless steel,
BS,72B583C497E74CAF8165DC5D1B1812ED,BS 321S31,,490,195,40,,206000,80000,0.3,7860,,Stainless steel,
BS,0D90EDA85A5F4EB08749068A009B58BB,BS 304S11,,480,180,40,,206000,80000,0.3,7860,,Stainless steel,
BS,5A8104E593A84702AAF43A589C484DD1,BS 310S31,,510,205,40,,206000,80000,0.3,7860,,Heat-resistant steel,
BS,A796DA2908F54745921497E0D127941E,BS 316S11,,490,190,40,,206000,80000,0.3,7860,,Heat-resisting stainless steel,
BS,CBDE813232064B41997A3C2F745A9455,BS 316S31,,510,205,40,,206000,80000,0.3,7860,,Stainless steel,
BS,4680262FEB4A4FC8A8C3CB694A3ACD13,BS 349S54,,950,580,8,,206000,80000,0.3,7860,,Heat-resistant steel,
BS,86F6C89E0E6C460896C217BD13D227F2,Grey cast iron,,150,150,,,85000,34000,0.25,7160,270,Grey cast iron,190
BS,3D9E7890661246A4B0695F57B5B0E928,Grey cast iron,,200,200,,,85000,34000,0.25,7160,340,Grey cast iron,210
BS,8C25BAE9266745C9A6C346BF8A7FEAB2,Grey cast iron,,250,250,,,85000,34000,0.25,7160,400,Grey cast iron,230
BS,6424907FA7D5403B8939E9E41E463036,Grey cast iron,,300,300,,,85000,34000,0.25,7160,460,Grey cast iron,250
BS,C18AF1D1F41147888EFD60CB0062549F,Grey cast iron,,350,350,,,85000,34000,0.25,7160,520,Grey cast iron,260
BS,C2B99A98DD704343B6D8B20DD446509E,Nodular cast iron,,500,320,,,169000,70000,0.2,7160,400,Nodular cast iron,180
BS,26E4DB40EA2748799C24FEA7B75859F9,Nodular cast iron,,600,370,,,169000,70000,0.2,7160,480,Nodular cast iron,210
BS,90A3EBB6F59C44CBB60C1A37A84AF0F0,Nodular cast iron,,700,420,,,169000,70000,0.2,7160,560,Nodular cast iron,230
BS,AFADC0227D134D729262951DB0321342,Nodular cast iron,,800,480,,,169000,70000,0.2,7160,600,Nodular cast iron,240
BS,317662996418427C88ADEEFBC7918FB6,Malleable cast iron,,400,180,4,,160000,64000,0.27,7160,300,Malleable cast iron,220
BS,A7AF53FD316149678711552C14012834,Malleable cast iron,,500,260,4,,160000,64000,0.27,7160,370,Malleable cast iron,230
CSN,D7661E1A858C4AB6B0066BB624C7D3FD,CSN 10370,,350,200,,,206000,80000,0.3,7860,,Structural steel,
CSN,752BBEB335E749FB934A6538F7B65D41,CSN 11110,,400,226,24,,206000,80000,0.3,7860,,Free-cutting steel,
CSN,BABA28E25972478490DECA95179DBB2D,CSN 11110,normalized,471,373,8,,206000,80000,0.3,7860,,Free-cutting steel,
CSN,3A16734656314656A39D15FB6C5ACB13,CSN 11120,,400,255,22,,206000,80000,0.3,7860,,Free-cutting steel,
CSN,370F0432806344DCBBA8BB75DDCC91F4,CSN 11140,normalized,660,520,6,,206000,80000,0.3,7860,,Free-cutting steel,
CSN,1D63EED662084277BD79644AD7C7B12B,CSN 11301,,280,200,31,,206000,80000,0.3,7860,,Free-drawing steel,
CSN,854EF13992D046A9ADD93B0D1D4DAA46,CSN 11305,,290,215,36,,206000,80000,0.3,7860,,Free-drawing steel,
CSN,B4D9F92FAFC2476A8EDC9AE6BF5E440E,CSN 11321,,280,200,29,,206000,80000,0.3,7860,,Free-drawing steel,
CSN,6D78A3206DDC4526AF8DB6258EBC29E9,CSN 11343,,330,195,30,,206000,80000,0.3,7860,,Structural steel,
CSN,4D6AEBE5539340DCA0795CE8F15B4292,CSN 11353,,340,225,24,,206000,80000,0.3,7860,,Structural steel,
CSN,DB5C76F007DF477C87371EF0C52CCB00,CSN 11368,,350,225,26,,206000,80000,0.3,7860,,Heat-resistant steel,
CSN,00CEC88C0A774F8081254D2E4486EA9E,CSN 11373,,340,225,26,,206000,80000,0.3,7860,,Structural steel,
CSN,08CBB25EDC544416A785BE74DE6D4235,CSN 11378,,360,235,26,,206000,80000,0.3,7860,,Structural steel,
CSN,32EA85DB37E649CAA3012421660FC314,CSN 11418,,410,255,24,,206000,80000,0.3,7860,,Heat-resistant steel,
CSN,18A1DDA397B94D398194A0D2424BD3C6,CSN 11423,,420,240,22,,206000,80000,0.3,7860,,Structural steel,
CSN,AC927F8962CD4EA499C12C53270479AB,CSN 11448,,430,285,22,,206000,80000,0.3,7860,,Structural steel,
CSN,E1915739E73B425284DA612D17D919EC,CSN 11453,,440,265,20,,206000,80000,0.3,7860,,Structural steel,
CSN,F2F3E05E6BC5493C8B7A09BF552AE71D,CSN 11500,,490,265,19,,206000,80000,0.3,7860,313,Structural steel,141
CSN,3207F3443BC944D6A71BE094218A32EE,CSN 11503,,490,340,22,,206000,80000,0.3,7860,,Structural steel,
CSN,2DD5A71625024C9E96FA482F6A23CE4A,CSN 11523,normalized,510,345,23,,206000,80000,0.3,7860,,Structural steel,
CSN,16EB035812B44324BCD673AC0E1C3F0A,CSN 11600,,590,315,14,,206000,80000,0.3,7860,375,Structural steel,169
CSN,7C15C7F066F94306893EFA9BB9360CA1,CSN 11600,face hardened,590,315,14,,206000,80000,0.3,7860,1210,Structural steel,610
CSN,B3589CC8EF9A441AA52E0118F2DDC630,CSN 11700,,686,355,11,,206000,80000,0.3,7860,437,Structural steel,197
CSN,3C0A46967BE1471E9C80154AA48E323C,CSN 11700,face hardened,686,355,11,,206000,80000,0.3,7860,1210,Structural steel,610
CSN,9802A02A30884E78BFE92B588959CCD3,CSN 12010,case-hardened,490,325,16,,206000,80000,0.3,7860,1280,Case-hardening steel,771
CSN,7FBE7CDD68BD4827BE6CB8E1242E336D,CSN 12020,,550,350,12,,206000,80000,0.3,7860,,Case-hardening steel,
CSN,682A45A3B8F840F69DC62C751EEBA74F,CSN 12020,case-hardened,490,295,12,,206000,80000,0.3,7860,1300,Case-hardening steel,771
CSN,04DC15FE834F403D9D4CF400B2D09294,CSN 12024,,480,300,22,,206000,80000,0.3,7860,,Heat-treatment steel,
CSN,05829745D8D44E28A0C19EEBB50A33AF,CSN 12030,,500,320,21,,206000,80000,0.3,7860,,Heat-treatment steel,
CSN,8B858F398EFF4ECCBC07DCE18D567060,CSN 12031,,550,350,20,,206000,80000,0.3,7860,,Heat-treatment steel,
CSN,A875E1D07AA34B14A63AE63EE1C07479,CSN 12040,,600,370,19,,206000,80000,0.3,7860,,Heat-treatment steel,
CSN,B9CF9E072CAE4A9487D66ADFDECC59F8,CSN 12041,,630,400,18,,206000,80000,0.3,7860,,Heat-treatment hardening steel,
CSN,200B37DE443445FAA4388F72DDD0A838,CSN 12050,normalized,530,305,18,,206000,80000,0.3,7860,337,Heat-treatment hardening steel,152
CSN,EB9664C296164812BE5308AEF71BD443,CSN 12050,heat treated,640,390,18,,206000,80000,0.3,7860,426,Heat-treatment hardening steel,192
CSN,5134A9086DDC4CA58CB62F1DDB69161A,CSN 12051,,690,440,15,,206000,80000,0.3,7860,,Heat-treatment hardening steel,
CSN,3A9F4DBCD4514504AAD429A3951186AB,CSN 12060,,750,480,14,,206000,80000,0.3,7860,,Heat-treatment steel,
CSN,DA7DBCE9D78943369999A9D9F4E67B77,CSN 12061,heat treated,800,500,13,,206000,80000,0.3,7860,480,Heat-treatment steel,220
CSN,1E85BE23A7F24714B2D73874CEAB59BF,CSN 12071,heat treated,1770,1470,2,,206000,80000,0.3,7860,,Spring steel,606
CSN,E518BE37B85441789E82A00D5E8D8CFA,CSN 13030,,460,285,21,,206000,80000,0.3,7860,,Heat-resistant steel,
CSN,D4C62B03381F496290BC3D4AF3FA6BF4,CSN 13141,,690,490,15,,206000,80000,0.3,7860,,Heat-treatment steel,
CSN,2C6905335F7A41FEB4E74FC6BF9E8F48,CSN 13180,heat treated,1570,1320,5,,206000,80000,0.3,7860,,Spring steel,492
CSN,384DA5B37A2749CD914FDD72C3B2F35F,CSN 13220,normalized,670,430,20,,206000,80000,0.3,7860,,Heat - treating weldable steel,
CSN,06F490BB8D244A5BA8F3895B7F1377BC,CSN 13221,normalized,680,440,20,,206000,80000,0.3,7860,,Heat - treating weldable steel,
CSN,1029CA87EA944C6AA950206A5C7563C7,CSN 13240,,780,540,14,,206000,80000,0.3,7860,530,Heat-treatment steel,239
CSN,7B332A55B6D3414FB534A85C951B3571,CSN 13242,,880,685,12,,206000,80000,0.3,7860,,Heat-treatment steel,
CSN,0BC41A8309794912B659CC7B6DB9C709,CSN 13251,heat treated,1270,1080,6,,206000,80000,0.3,7860,,Spring steel,
CSN,5ABC833B24BA48ABA0780E851E4536FB,CSN 13270,heat treated,1420,1210,6,,206000,80000,0.3,7860,,Spring steel,451
CSN,DFC06C81A4C14137BDAA705AC21AB8E0,CSN 14120,,588,343,14,,206000,80000,0.3,7860,,Case-hardening steel,
CSN,AD915B0D96FC47478B9EBB7085F047D7,CSN 14140,heat treated,883,637,12,,206000,80000,0.3,7860,599,Heat-treatment carbonitriding hardening steel,277
CSN,83FA2F0623674B699D2282545F792329,CSN 14140,face hardened,932,785,12,,206000,80000,0.3,7860,1210,Heat-treatment carbonitriding hardening steel,610
CSN,EB8F03A50031447BAB40882262C24B09,CSN 14140,nitro-case-hard.,1716,1373,12,,206000,80000,0.3,7860,1240,Heat-treatment carbonitriding hardening steel,630
CSN,6A660927ED404768A5CD2847FF82AB6F,CSN 14141,,883,687,11,,206000,80000,0.3,7860,,Heat-treatment steel,
CSN,E8B880AB764A4F9D8A638EC807F113F0,CSN 14146,,932,785,12,,206000,80000,0.3,7860,,Heat-treatment steel,
CSN,BAEA4E2EBC1F4D75920461C87C729C6A,CSN 14148,,657,490,17,,206000,80000,0.3,7860,,Heat-treatment hardening steel,
CSN,5C14EF8D49D24D1FBC3C6C684948763C,CSN 14220,,900,680,10,,206000,80000,0.3,7860,,Case-hardening steel,
CSN,EF74302A92834C2682E6CFCB4C5FDF03,CSN 14220,case-hardened,785,588,10,,206000,80000,0.3,7860,1300,Case-hardening steel,800
CSN,C90C788C805D4147ABFD370456925229,CSN 14221,,981,686,8,,206000,80000,0.3,7860,,Case-hardening steel,
CSN,2A545C9ECB71499E8386FDC34C6C2DE2,CSN 14223,case-hardened,883,687,,,206000,80000,0.3,7860,1300,Case-hardening steel,670
CSN,8141DB0C951D4A0A926D524A0334C2C0,CSN 14230,case-hardened,981,794,,,206000,80000,0.3,7860,1300,Case-hardening steel,670
CSN,38D673E274C24473B1C276B309AE3056,CSN 14260,heat treated,1370,1175,7,,206000,80000,0.3,7860,,Spring steel,463
CSN,9AFF196AE4324ED3912DA059A8E3215D,CSN 14262,heat treated,1470,1275,6,,206000,80000,0.3,7860,,Spring steel,465
CSN,292F060254C4455F875D0F0B90640D86,CSN 15020,,440,265,24,,206000,80000,0.3,7860,,Heat-resistant steel,
CSN,C7CE2826803E4C408128F4F6BB7BAE40,CSN 15121,,430,295,20,,206000,80000,0.3,7860,,Heat-resistant steel,
CSN,FF2A4783912E442A8318F7AE266B8874,CSN 15127,,470,345,22,,206000,80000,0.3,7860,,Structural steel,
CSN,0D323F4BEB9E4948AA9E7D79F842808A,CSN 15130,,690,490,15,,206000,80000,0.3,7860,,Heat-treatment steel,
CSN,34702A70056143E78F52B5D87038ABE9,CSN 15131,,930,735,11,,206000,80000,0.3,7860,,Heat-treatment steel,
CSN,570E0AEA3F4C43B1940F45F657B5F587,CSN 15141,,880,665,12,,206000,80000,0.3,7860,,Heat-treatment steel,
CSN,1E6C35A6DEDF4DF8B9FAB70A0343BD86,CSN 15142,,1000,750,11,,206000,80000,0.3,7860,,Heat-treatment hardening steel,
CSN,A74A248857C247619ED42FB0899EE115,CSN 15217,,470,345,22,,206000,80000,0.3,7860,,Structural steel,
CSN,57D8B085DC9D4CAB8FDBF53EAB7EE4C6,CSN 15222,normalized,690,490,16,,206000,80000,0.3,7860,,High strength weldable steel,
CSN,8BE78BB91D31425A9FA6DCA4E7E8080C,CSN 15230,heat treated,1000,850,,,206000,80000,0.3,7860,,Heat-treatment nitrided steel,
CSN,F1863159D961412D983261D160296842,CSN 15230,Heat-treatment nitrided steel,780,635,,,206000,80000,0.3,7860,1360,Heat-treatment nitrided steel,720
CSN,F0C2CEDE8F094078927E546F496F91A4,CSN 15241,heat treated,1177,981,,,206000,80000,0.3,7860,796,Heat-treatment hardening steel,379
CSN,40AFCA2B21F74E238846D31A3326E63F,CSN 15241,heat treated,1716,1373,,,206000,80000,0.3,7860,1099,Heat-treatment hardening steel,540
CSN,693D02403B4E4CF7B78F7331181A6B60,CSN 15241,face hardened,1177,981,,,206000,80000,0.3,7860,1210,Heat-treatment hardening steel,610
CSN,D2C13AF6C2DF4DF09981877790E98045,CSN 15260,,900,700,11,,206000,80000,0.3,7860,,Hardening steel,
CSN,37BF4E537333483F92F99B14D39A7E6D,CSN 15313,,480,265,18,,206000,80000,0.3,7860,,Heat-resistant steel,
CSN,6FF182E35B814CEC8BDE2069BD38D096,CSN 15330,Heat-treatment nitrided steel,834,637,,,206000,80000,0.3,7860,1360,Heat-treatment nitrided steel,720
CSN,0DE715941D354FB5AA7CC63F4F6925E5,CSN 15340,,981,785,12,,206000,80000,0.3,7860,,Nitrided steel,
CSN,DA5EBAD9FB5645E3968B6D345277EB50,CSN 15432,,690,490,18,,206000,80000,0.3,7860,,Heat-treatment nitrided steel,
CSN,25838820E91047819DDE322E300D32D8,CSN 16220,case-hardened,883,637,12,,206000,80000,0.3,7860,1300,Case-hardening steel,771
CSN,B32C6452023E4F60A7F3F21FE4664206,CSN 16223,,835,590,12,,206000,80000,0.3,7860,,Case-hardening steel,
CSN,C61ABE047B114D0D8DC8F78CB713DFA9,CSN 16321,,880,635,9,,206000,80000,0.3,7860,,Case-hardening steel,
CSN,D373ABC2B07F40E9B03246966AB4C9F5,CSN 16326,,1080,785,8,,206000,80000,0.3,7860,,Case-hardening steel,
CSN,0829A7D8687C408AA22C10EC4B8E5727,CSN 16329,,440,285,24,,206000,80000,0.3,7860,,Structural steel,
CSN,28501D72F4DC4A9FA1CB4A6F868B78D8,CSN 16343,,1100,900,10,,206000,80000,0.3,7860,,Heat-treatment steel,
CSN,6DCF6963342F4600B9EA0778F7D9F809,CSN 16420,case-hardened,932,785,10,,206000,80000,0.3,7860,1300,Case-hardening steel,727
CSN,75C66ECB2FBC43C581BD39A867852B5F,CSN 16430,heat treated,1080,880,10,,206000,80000,0.3,7860,,Heat-treatment steel,
CSN,AEB126458B7E4A61A1AEDDED8287AE65,CSN 16527,,590,390,20,,206000,80000,0.3,7860,,Structural steel,
CSN,6BBE0D49855541AEABB5DCB24939F4EB,CSN 16640,heat treated,1569,1275,,,206000,80000,0.3,7860,1045,Heat-treatment steel,510
CSN,B7A8C8390B3446D6A44E1AFE4BEDF66E,CSN 17020,normalized,441,245,21,,206000,80000,0.3,7860,,Stainless steel,
CSN,C7FBE24001EC4209A1028D335F31F2B2,CSN 17021,normalized,590,415,20,,206000,80000,0.3,7860,,Stainless steel,
CSN,C4CAD1DBCF6D41F7859386FCFC2D17BF,CSN 17022,normalized,690,455,15,,206000,80000,0.3,7860,,Stainless steel,
CSN,16F3B2BFC6284AD0BC47B86D40F8EB3D,CSN 17023,normalized,740,495,14,,206000,80000,0.3,7860,,Stainless steel,
CSN,3B3FC581B8A14EA19DD114CE4AC8BED0,CSN 17040,normalized,440,265,18,,206000,80000,0.3,7860,,Stainless steel,
CSN,77A679AFD6E843988578CE612F90F4F1,CSN 17041,normalized,440,295,20,,206000,80000,0.3,7860,,Stainless steel,
CSN,53C1804272C5409283766ED247812947,CSN 17113,normalized,441,245,20,,206000,80000,0.3,7860,,Heat-resistant steel,
CSN,A5027A557A2C48D1B67070321B943812,CSN 17115,normalized,930,685,10,,206000,80000,0.3,7860,,Heat-resistant steel,
CSN,A69001FF84164B5588EF5A1EDCBD04E7,CSN 17125,normalized,460,270,15,,206000,80000,0.3,7860,,Heat-resisting stainless steel,
CSN,263BE14D7BFB49D292017CEB5B26A6A7,CSN 17145,normalized,800,560,14,,206000,80000,0.3,7860,,Stainless steel,
CSN,3AC594E9A229489E89900C44FC73C9CA,CSN 17150,normalized,900,650,14,,206000,80000,0.3,7860,,Stainless steel,
CSN,F77B764D8BE6413DA06BA4BC77EAD81B,CSN 17240,normalized,490,186,40,,206000,80000,0.3,7860,,Stainless steel,
CSN,651D04A0068A42F69E5E44FCE301BB60,CSN 17241,normalized,530,195,45,,206000,80000,0.3,7860,,Stainless steel,
CSN,0B13F5E98BF443E29FF78C5492B96A1C,CSN 17243,normalized,500,190,40,,206000,80000,0.3,7860,,Stainless steel,
CSN,BB6FCC0057F44567B485C3145B5163FB,CSN 17246,normalized,550,210,40,,206000,80000,0.3,7860,,Heat-resistant steel,
CSN,9E3327F24ADC45CC8CE9B145FEAC918C,CSN 17247,normalized,500,195,35,,206000,80000,0.3,7860,,Stainless steel,
CSN,45A71A3054364ED1A15E923C07502694,CSN 17248,normalized,500,205,26,,206000,80000,0.3,7860,,Stainless steel,
CSN,BAC76EEBD62745F8A7EFBBA36C2EC284,CSN 17249,normalized,440,175,40,,206000,80000,0.3,7860,,Stainless steel,
CSN,3699070D572F479DBC459037492AEB77,CSN 17251,normalized,650,350,40,,206000,80000,0.3,7860,,Heat-resistant steel,
CSN,2AA7848914EB4459975FC390A231EE8B,CSN 17253,normalized,700,350,26,,206000,80000,0.3,7860,,Heat-resistant steel,
CSN,423C4BB556F24A43A31C76B990C88912,CSN 17255,normalized,600,250,30,,206000,80000,0.3,7860,,Heat-resistant steel,
CSN,694A4083E7B24A31B9622E97ABC338BB,CSN 17256,normalized,500,230,30,,206000,80000,0.3,7860,,Heat-resistant steel,
CSN,67424346CF40493686753327AF959D44,CSN 17259,normalized,540,265,40,,206000,80000,0.3,7860,,Stainless steel,
CSN,6BE0AFED85484C78AAAF172E3574E5AD,CSN 17265,normalized,550,230,30,,206000,80000,0.3,7860,,Heat-resistant steel,
CSN,30DA2B0FA43E4CDCA1B6B20661035623,CSN 17346,normalized,550,205,50,,206000,80000,0.3,7860,,Stainless steel,
CSN,B8A6680CFE084B609F5A92ED0FD86CE1,CSN 17348,normalized,550,215,45,,206000,80000,0.3,7860,,Stainless steel,
CSN,3ED8501337E64261A21D85135E6D65EA,CSN 17359,normalized,540,275,40,,206000,80000,0.3,7860,,Stainless steel,
CSN,8F0A2C451F734FC0B179F0E5B7B059E6,CSN 17460,normalized,635,295,37,,206000,80000,0.3,7860,,Stainless steel,
CSN,BD311D6521CE4B0891AF68E593010401,CSN 17465,normalized,980,590,12,,206000,80000,0.3,7860,,Heat-resistant steel,
CSN,2027771B87F347B2ACDE214C4D189F23,CSN 17501,normalized,640,490,18,,206000,80000,0.3,7860,,Structural steel,
CSN,5DD753EDE31A46DF95541C6415DBEE06,CSN 422303,,360,240,,,169000,70000,0.2,7160,290,Nodular cast iron,140
CSN,A8B96C59993A4799AB967BCC23F86478,CSN 422304,,420,270,,,169000,70000,0.2,7160,340,Nodular cast iron,150
CSN,BC16650AE8DB4E8FAA01B8BA97B064EF,CSN 422305,,500,320,,,169000,70000,0.2,7160,400,Nodular cast iron,180
CSN,02E2F87FA2C8495EA1E5A000C8360791,CSN 422306,,600,370,,,169000,70000,0.2,7160,480,Nodular cast iron,210
CSN,2B94A61AB7B145CD887861F61DABC17D,CSN 422307,,700,420,,,169000,70000,0.2,7160,560,Nodular cast iron,230
CSN,0AFCAEACB18A413094FD6BBEBBB33058,CSN 422308,,800,480,,,169000,70000,0.2,7160,600,Nodular cast iron,240
CSN,C0BDB10A9D384DD2BC20BFAE193551DB,CSN 422410,,100,100,,,80000,32000,0.25,7160,190,Grey cast iron,170
CSN,ED4091A5F2A74FA18DC358833B127594,CSN 422415,,150,150,,,85000,34000,0.25,7160,270,Grey cast iron,190
CSN,7B01B6F42A724187B771D020A47C6736,CSN 422420,,200,200,,,91000,36400,0.25,7160,340,Grey cast iron,210
CSN,1D567C80CB2F4570B6E3AE479108699D,CSN 422425,,250,250,,,105000,42000,0.25,7160,400,Grey cast iron,230
CSN,6775D75F4BF74FD39C58610A50B206D0,CSN 422430,,300,300,,,110000,44000,0.25,7160,460,Grey cast iron,250
CSN,5B878211071A45CA9BF6A20C5CE7229D,CSN 422435,,350,350,,,115000,46000,0.25,7160,520,Grey cast iron,260
CSN,A138AEE30EE344628020468E5B9CC81E,CSN 422540,,400,180,4,,160000,64000,0.27,7160,300,Malleable cast iron,220
CSN,3ACE818248164777880BA472C8E88A83,CSN 422555,,580,300,4,,160000,64000,0.27,7160,430,Malleable cast iron,240
CSN,3270BB229B5E4453BD0271068AB02F35,CSN 422630,,363,200,25,,206000,80000,0.3,7160,,Carbon cast steel,105
CSN,8813715C67F14F34865BAB3811F70142,CSN 422640,,441,240,22,,206000,80000,0.3,7160,,Carbon cast steel,127
CSN,CEFAD4E4C80F4A2E9DD6F01721ECABE6,CSN 422650,,490,260,19,,206000,80000,0.3,7160,,Carbon cast steel,147
CSN,119AFD29295D46E58F2D0A9F78B3B595,CSN 242660,,588,300,10,,206000,80000,0.3,7160,,Carbon cast steel,167
CSN,C1D542A037EE4FB1A45BD459879079D7,CSN 422670,,686,350,6,,206000,80000,0.3,7160,,Carbon cast steel,193
CSN,2F6D798074A54D37AA2E199E08C671E0,CSN 422709,,530,300,,,206000,80000,0.3,7160,,Alloy cast steel,
CSN,7721896BB67C4CCDA25400CA27D207AF,CSN 422712,,422,250,25,,206000,80000,0.3,7160,,Alloy cast steel,120
CSN,7AC05927168C42ECACECEF29DA110574,CSN 422713,,490,290,20,,206000,80000,0.3,7160,,Alloy cast steel,140
CSN,D978D513855746EF9C1B0254F61CD469,CSN 422724,,637,420,15,,206000,80000,0.3,7160,,Alloy cast steel,190
CSN,F6F9EF914E124CE49BE7891BDCDEAC1C,CSN 422735,,785,520,5,,206000,80000,0.3,7160,,Alloy cast steel,235
CSN,D0C1D6C5F84248C082DD304A031E5CBF,CSN 422739,,830,550,,,206000,80000,0.3,7160,,Alloy cast steel,250
CSN,ED509ECB7171419EA0334BF083C3567E,CSN 422753,,981,650,3,,206000,80000,0.3,7160,,Alloy cast steel,300
CSN,AF922B67291945C9956EF2D4BA766652,CSN 422906,,550,390,,,206000,80000,0.3,7160,,Corrosion-proof cast steel,
CSN,34401E7E9B1642EFAE72AD0DE084DA87,CSN 422912,,500,320,,,206000,80000,0.3,7160,,Heat-resisting cast steel,
CSN,859E137DFFE04DFB8461352B0C002474,CSN 423042,,380,265,,,120000,45000,0.31,8800,,"Aluminum bronze, wrought CuAl5",
CSN,4087F3BE460F45E0867A6D3F4AB5FE6A,CSN 423044,,380,265,,,120000,45000,0.31,8800,,"Aluminum bronze, wrought CuAl9Mn2",
CSN,587D8BBFC1574EFBAA4F98FDD9A22681,CSN 423045,,380,265,,,120000,45000,0.31,8800,,"Aluminum bronze, wrought CuAl9Fe3",
CSN,F4EA505848784527A3EE92D93F7DBFE0,CSN 423047,,380,265,,,120000,45000,0.31,8800,,"Aluminum bronze, wrought CuAl10Fe4Ni4",
CSN,1C15B7832BE34F069BF4B7B3E6F3EA6D,CSN 423115,,180,160,,,105000,40000,0.31,8800,,"Tin bronze, cast CuSn5",
CSN,AC598EFC3BF1449EBCC741EA3BFD563D,CSN 423119,,180,160,,,105000,40000,0.31,8800,,"Tin bronze, cast CuSn10",
CSN,912E8971379D4093B4C795EA3BE9587B,CSN 423123,,180,160,,,105000,40000,0.31,8800,,"Tin bronze, cast CuSn12",
CSN,CDE3F912DA91420D8415F1D2BEDE1A50,CSN 423135,,150,120,,,105000,40000,0.31,8800,,"Red bronze, cast CuSn5Zn5Pb5",
CSN,FF3EFB0BF43C4631A6A0C57983787EE0,CSN 423137,,170,100,,,105000,40000,0.31,8800,,"Red bronze, cast CuSn8Zn6Pb3",
